"sample","fastq_1","fastq_2","accession","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","parent_study","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","description","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX17661488","./fastq/SRX17661488_SRR21661731_1.fastq.gz","./fastq/SRX17661488_SRR21661731_2.fastq.gz","SAMN30952851","SRR21661731","SRX17661488","SAMN30952851","SRS15193613","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595815_r1","GSM6595815_r1","GSM6595815","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595815","Illumina NovaSeq 6000","ILLUMINA","17208206130","56980815","141969","Oscheius tipulae","16-32 cell, embryo, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595815: 16-32 cell, embryo, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595815: 16-32 cell, embryo, biol rep 1; Oscheius tipulae; RNA-Seq","16-32 cell, embryo, biol rep 1","d22d9ee52d4f97a964d963b0f8174ad3;6dbcfa18123a35e0cc9169ebc23a6456","3274660297;3245417006","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/031/SRR21661731/SRR21661731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/031/SRR21661731/SRR21661731_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/031/SRR21661731/SRR21661731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/031/SRR21661731/SRR21661731_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/031/SRR21661731/SRR21661731_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/031/SRR21661731/SRR21661731_2.fastq.gz"
"SRX17661489","./fastq/SRX17661489_SRR21661730_1.fastq.gz","./fastq/SRX17661489_SRR21661730_2.fastq.gz","SAMN30952850","SRR21661730","SRX17661489","SAMN30952850","SRS15193614","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595816_r1","GSM6595816_r1","GSM6595816","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595816","Illumina NovaSeq 6000","ILLUMINA","5742829886","19015993","141969","Oscheius tipulae","16-32 cell, embryo, biol rep 2","Illumina NovaSeq 6000 sequencing; GSM6595816: 16-32 cell, embryo, biol rep 2; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595816: 16-32 cell, embryo, biol rep 2; Oscheius tipulae; RNA-Seq","16-32 cell, embryo, biol rep 2","effa573cee2e76e258fc8e2ef10ce226;8900dde7c80e2a2555b6173da16665ff","945369744;899688374","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/030/SRR21661730/SRR21661730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/030/SRR21661730/SRR21661730_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/030/SRR21661730/SRR21661730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/030/SRR21661730/SRR21661730_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/030/SRR21661730/SRR21661730_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/030/SRR21661730/SRR21661730_2.fastq.gz"
"SRX17661490","./fastq/SRX17661490_SRR21661729_1.fastq.gz","./fastq/SRX17661490_SRR21661729_2.fastq.gz","SAMN30952849","SRR21661729","SRX17661490","SAMN30952849","SRS15193615","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595817_r1","GSM6595817_r1","GSM6595817","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595817","Illumina NovaSeq 6000","ILLUMINA","5541413704","18349052","141969","Oscheius tipulae","16-32 cell, embryo, biol rep 3","Illumina NovaSeq 6000 sequencing; GSM6595817: 16-32 cell, embryo, biol rep 3; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595817: 16-32 cell, embryo, biol rep 3; Oscheius tipulae; RNA-Seq","16-32 cell, embryo, biol rep 3","1a6f33548b171d233010761cf73152d6;c8706471708138204ccdc6bc3a9e5c06","1025524425;1015090437","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/029/SRR21661729/SRR21661729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/029/SRR21661729/SRR21661729_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/029/SRR21661729/SRR21661729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/029/SRR21661729/SRR21661729_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/029/SRR21661729/SRR21661729_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/029/SRR21661729/SRR21661729_2.fastq.gz"
"SRX17661491","./fastq/SRX17661491_SRR21661728_1.fastq.gz","./fastq/SRX17661491_SRR21661728_2.fastq.gz","SAMN30952848","SRR21661728","SRX17661491","SAMN30952848","SRS15193616","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595818_r1","GSM6595818_r1","GSM6595818","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595818","Illumina NovaSeq 6000","ILLUMINA","19644122124","65046762","141969","Oscheius tipulae","32-64 cell, embryo, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595818: 32-64 cell, embryo, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595818: 32-64 cell, embryo, biol rep 1; Oscheius tipulae; RNA-Seq","32-64 cell, embryo, biol rep 1","71b059e35dcfc22dd9011b1a6d730273;720f9a9f71cf36710a34714c6466fe02","3553908483;3488629027","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/028/SRR21661728/SRR21661728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/028/SRR21661728/SRR21661728_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/028/SRR21661728/SRR21661728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/028/SRR21661728/SRR21661728_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/028/SRR21661728/SRR21661728_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/028/SRR21661728/SRR21661728_2.fastq.gz"
"SRX17661492","./fastq/SRX17661492_SRR21661727_1.fastq.gz","./fastq/SRX17661492_SRR21661727_2.fastq.gz","SAMN30952847","SRR21661727","SRX17661492","SAMN30952847","SRS15193617","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595819_r1","GSM6595819_r1","GSM6595819","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595819","Illumina NovaSeq 6000","ILLUMINA","6259094960","20725480","141969","Oscheius tipulae","32-64 cell, embryo, biol rep 2","Illumina NovaSeq 6000 sequencing; GSM6595819: 32-64 cell, embryo, biol rep 2; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595819: 32-64 cell, embryo, biol rep 2; Oscheius tipulae; RNA-Seq","32-64 cell, embryo, biol rep 2","de6cdce88201d44e239bf7f308171c16;baf3753ae42e0d03f9d2261c64a5b8d0","1067062810;1008813321","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/027/SRR21661727/SRR21661727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/027/SRR21661727/SRR21661727_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/027/SRR21661727/SRR21661727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/027/SRR21661727/SRR21661727_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/027/SRR21661727/SRR21661727_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/027/SRR21661727/SRR21661727_2.fastq.gz"
"SRX17661493","./fastq/SRX17661493_SRR21661726_1.fastq.gz","./fastq/SRX17661493_SRR21661726_2.fastq.gz","SAMN30952846","SRR21661726","SRX17661493","SAMN30952846","SRS15193618","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595820_r1","GSM6595820_r1","GSM6595820","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595820","Illumina NovaSeq 6000","ILLUMINA","9800436956","32451778","141969","Oscheius tipulae","32-64 cell, embryo, biol rep 3","Illumina NovaSeq 6000 sequencing; GSM6595820: 32-64 cell, embryo, biol rep 3; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595820: 32-64 cell, embryo, biol rep 3; Oscheius tipulae; RNA-Seq","32-64 cell, embryo, biol rep 3","7c40155c9446b5cbb2c4fe3efdf07cbe;7c23cad2cae29f38fe34b1750e9d3536","2030220146;2073245459","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/026/SRR21661726/SRR21661726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/026/SRR21661726/SRR21661726_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/026/SRR21661726/SRR21661726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/026/SRR21661726/SRR21661726_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/026/SRR21661726/SRR21661726_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/026/SRR21661726/SRR21661726_2.fastq.gz"
"SRX17661494","./fastq/SRX17661494_SRR21661725_1.fastq.gz","./fastq/SRX17661494_SRR21661725_2.fastq.gz","SAMN30952845","SRR21661725","SRX17661494","SAMN30952845","SRS15193619","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595821_r1","GSM6595821_r1","GSM6595821","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595821","Illumina NovaSeq 6000","ILLUMINA","7417529210","24561355","141969","Oscheius tipulae","64-128 cell, embryo, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595821: 64-128 cell, embryo, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595821: 64-128 cell, embryo, biol rep 1; Oscheius tipulae; RNA-Seq","64-128 cell, embryo, biol rep 1","9b251a49997c7043a04578e3407fb442;96cde854899f26210225d556179cbc62","1261916150;1199966742","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/025/SRR21661725/SRR21661725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/025/SRR21661725/SRR21661725_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/025/SRR21661725/SRR21661725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/025/SRR21661725/SRR21661725_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/025/SRR21661725/SRR21661725_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/025/SRR21661725/SRR21661725_2.fastq.gz"
"SRX17661495","./fastq/SRX17661495_SRR21661724_1.fastq.gz","./fastq/SRX17661495_SRR21661724_2.fastq.gz","SAMN30952820","SRR21661724","SRX17661495","SAMN30952820","SRS15193620","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595846_r1","GSM6595846_r1","GSM6595846","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595846","Illumina NovaSeq 6000","ILLUMINA","18569673470","61488985","141969","Oscheius tipulae","Post-dauer young adult, whole worm, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595846: Post-dauer young adult, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595846: Post-dauer young adult, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","Post-dauer young adult, whole worm, biol rep 1","d374cda1945194202f988b2391306a25;ced7a04853a074bbefa2c29bc8d6ded1","3291893916;3308233326","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/024/SRR21661724/SRR21661724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/024/SRR21661724/SRR21661724_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/024/SRR21661724/SRR21661724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/024/SRR21661724/SRR21661724_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/024/SRR21661724/SRR21661724_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/024/SRR21661724/SRR21661724_2.fastq.gz"
"SRX17661496","./fastq/SRX17661496_SRR21661723_1.fastq.gz","./fastq/SRX17661496_SRR21661723_2.fastq.gz","SAMN30952819","SRR21661723","SRX17661496","SAMN30952819","SRS15193621","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595847_r1","GSM6595847_r1","GSM6595847","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595847","Illumina NovaSeq 6000","ILLUMINA","2048699748","6783774","141969","Oscheius tipulae","Post-dauer young adult, whole worm, biol rep 2","Illumina NovaSeq 6000 sequencing; GSM6595847: Post-dauer young adult, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595847: Post-dauer young adult, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","Post-dauer young adult, whole worm, biol rep 2","3e8238732ee20667c8be565bb05b19f8;27ace6b144e80defd55f182b5c14b752","425611016;421106554","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/023/SRR21661723/SRR21661723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/023/SRR21661723/SRR21661723_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/023/SRR21661723/SRR21661723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/023/SRR21661723/SRR21661723_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/023/SRR21661723/SRR21661723_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/023/SRR21661723/SRR21661723_2.fastq.gz"
"SRX17661497","./fastq/SRX17661497_SRR21661722_1.fastq.gz","./fastq/SRX17661497_SRR21661722_2.fastq.gz","SAMN30952818","SRR21661722","SRX17661497","SAMN30952818","SRS15193622","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595848_r1","GSM6595848_r1","GSM6595848","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595848","Illumina NovaSeq 6000","ILLUMINA","17264231962","57166331","141969","Oscheius tipulae","Post-dauer mature adult, whole worm, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595848: Post-dauer mature adult, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595848: Post-dauer mature adult, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","Post-dauer mature adult, whole worm, biol rep 1","78090ec8dd66002067df684d8c4ec2d8;9ba15c066563473fd5c31e47287fbcfb","2881000593;2937914312","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/022/SRR21661722/SRR21661722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/022/SRR21661722/SRR21661722_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/022/SRR21661722/SRR21661722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/022/SRR21661722/SRR21661722_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/022/SRR21661722/SRR21661722_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/022/SRR21661722/SRR21661722_2.fastq.gz"
"SRX17661498","./fastq/SRX17661498_SRR21661721_1.fastq.gz","./fastq/SRX17661498_SRR21661721_2.fastq.gz","SAMN30952817","SRR21661721","SRX17661498","SAMN30952817","SRS15193624","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595849_r1","GSM6595849_r1","GSM6595849","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595849","Illumina NovaSeq 6000","ILLUMINA","1930048176","6390888","141969","Oscheius tipulae","Post-dauer mature adult, whole worm, biol rep 2","Illumina NovaSeq 6000 sequencing; GSM6595849: Post-dauer mature adult, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595849: Post-dauer mature adult, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","Post-dauer mature adult, whole worm, biol rep 2","2d2e9aed82b509adddc6b5ce6b709d50;a6bbacded16f5ef4fd9840b904b6ebe3","412756520;412244893","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/021/SRR21661721/SRR21661721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/021/SRR21661721/SRR21661721_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/021/SRR21661721/SRR21661721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/021/SRR21661721/SRR21661721_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/021/SRR21661721/SRR21661721_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/021/SRR21661721/SRR21661721_2.fastq.gz"
"SRX17661499","./fastq/SRX17661499_SRR21661720_1.fastq.gz","./fastq/SRX17661499_SRR21661720_2.fastq.gz","SAMN30952816","SRR21661720","SRX17661499","SAMN30952816","SRS15193623","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595850_r1","GSM6595850_r1","GSM6595850","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595850","Illumina NovaSeq 6000","ILLUMINA","1795005554","5943727","141969","Oscheius tipulae","Mixed embryos, embryo, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595850: Mixed embryos, embryo, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595850: Mixed embryos, embryo, biol rep 1; Oscheius tipulae; RNA-Seq","Mixed embryos, embryo, biol rep 1","2767c8d5f14694b5b7d0cff1b13f4fd4;90558b658553eec62c8be73a9f769d4c","338448452;315734939","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/020/SRR21661720/SRR21661720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/020/SRR21661720/SRR21661720_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/020/SRR21661720/SRR21661720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/020/SRR21661720/SRR21661720_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/020/SRR21661720/SRR21661720_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/020/SRR21661720/SRR21661720_2.fastq.gz"
"SRX17661500","./fastq/SRX17661500_SRR21661719_1.fastq.gz","./fastq/SRX17661500_SRR21661719_2.fastq.gz","SAMN30952815","SRR21661719","SRX17661500","SAMN30952815","SRS15193625","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595851_r1","GSM6595851_r1","GSM6595851","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595851","Illumina NovaSeq 6000","ILLUMINA","3254652792","10776996","141969","Oscheius tipulae","Mixed worms, whole worm, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595851: Mixed worms, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595851: Mixed worms, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","Mixed worms, whole worm, biol rep 1","d4920da23641d10c6f085aebae2ebbff;c166c01894af84b8ba1dd1d257142224","647681070;620051977","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/019/SRR21661719/SRR21661719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/019/SRR21661719/SRR21661719_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/019/SRR21661719/SRR21661719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/019/SRR21661719/SRR21661719_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/019/SRR21661719/SRR21661719_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/019/SRR21661719/SRR21661719_2.fastq.gz"
"SRX17661501","./fastq/SRX17661501_SRR21661718_1.fastq.gz","./fastq/SRX17661501_SRR21661718_2.fastq.gz","SAMN30952814","SRR21661718","SRX17661501","SAMN30952814","SRS15193626","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595852_r1","GSM6595852_r1","GSM6595852","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595852","Illumina NovaSeq 6000","ILLUMINA","3908971428","12943614","141969","Oscheius tipulae","Mixed worms, whole worm, biol rep 2","Illumina NovaSeq 6000 sequencing; GSM6595852: Mixed worms, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595852: Mixed worms, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","Mixed worms, whole worm, biol rep 2","b4962d73bf8fa7fd6414f3179cc31fb7;0c4e0c9510d4626faebf35407a03d97a","758159398;750964170","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/018/SRR21661718/SRR21661718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/018/SRR21661718/SRR21661718_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/018/SRR21661718/SRR21661718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/018/SRR21661718/SRR21661718_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/018/SRR21661718/SRR21661718_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/018/SRR21661718/SRR21661718_2.fastq.gz"
"SRX17661502","./fastq/SRX17661502_SRR21661717_1.fastq.gz","./fastq/SRX17661502_SRR21661717_2.fastq.gz","SAMN30952836","SRR21661717","SRX17661502","SAMN30952836","SRS15193627","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595830_r1","GSM6595830_r1","GSM6595830","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595830","Illumina NovaSeq 6000","ILLUMINA","28901410570","95700035","141969","Oscheius tipulae","L3 Larvae, whole worm, biol rep 2","Illumina NovaSeq 6000 sequencing; GSM6595830: L3 Larvae, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595830: L3 Larvae, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","L3 Larvae, whole worm, biol rep 2","46f54fd7128ae1565f17de72f830fdce;041db22964a0539734681b27ccd47c77","4830993086;4719783344","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/017/SRR21661717/SRR21661717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/017/SRR21661717/SRR21661717_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/017/SRR21661717/SRR21661717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/017/SRR21661717/SRR21661717_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/017/SRR21661717/SRR21661717_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/017/SRR21661717/SRR21661717_2.fastq.gz"
"SRX17661503","./fastq/SRX17661503_SRR21661716_1.fastq.gz","./fastq/SRX17661503_SRR21661716_2.fastq.gz","SAMN30952835","SRR21661716","SRX17661503","SAMN30952835","SRS15193628","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595831_r1","GSM6595831_r1","GSM6595831","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595831","Illumina NovaSeq 6000","ILLUMINA","3013702092","9979146","141969","Oscheius tipulae","L3 Larvae, whole worm, biol rep 3","Illumina NovaSeq 6000 sequencing; GSM6595831: L3 Larvae, whole worm, biol rep 3; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595831: L3 Larvae, whole worm, biol rep 3; Oscheius tipulae; RNA-Seq","L3 Larvae, whole worm, biol rep 3","1a838f19e80ce3e28b0a7969b4773b54;4ba4de6ee69b774c94888339f4257b47","632742693;631681864","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/016/SRR21661716/SRR21661716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/016/SRR21661716/SRR21661716_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/016/SRR21661716/SRR21661716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/016/SRR21661716/SRR21661716_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/016/SRR21661716/SRR21661716_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/016/SRR21661716/SRR21661716_2.fastq.gz"
