tx	gene_id	SRX17661462	SRX17661463	SRX17661464	SRX17661465	SRX17661466	SRX17661467	SRX17661468	SRX17661469	SRX17661470	SRX17661471	SRX17661472	SRX17661473	SRX17661474	SRX17661475	SRX17661476	SRX17661477	SRX17661478	SRX17661479	SRX17661480	SRX17661481	SRX17661482	SRX17661483	SRX17661484	SRX17661485	SRX17661486	SRX17661487	SRX17661488	SRX17661489	SRX17661490	SRX17661491	SRX17661492	SRX17661493	SRX17661494	SRX17661495	SRX17661496	SRX17661497	SRX17661498	SRX17661499	SRX17661500	SRX17661501	SRX17661502	SRX17661503	SRX17661504	SRX17661505	SRX17661506	SRX17661507	SRX17661508	SRX17661509	SRX3196051	SRX3196052
g2166.t1	g2166	331.813361	536.038522	557.191596	310.850308	451.269255	635.645064	314.534641	496.505273	440.605843	302.486751	284.305544	322.440393	403.392832	48.260277	77.660636	118.489609	100.835319	84.598937	98.099346	89.167237	169.456776	118.249855	87.950569	88.805689	139.285036	380.645741	481.535393	581.159327	337.842244	500.099269	519.210157	303.87866	525.710148	128.479643	106.838737	106.735046	132.397421	198.114747	196.120072	196.067062	83.224508	61.266819	86.794589	87.05141	325.156125	113.989541	172.961608	123.154671	132.700884	196.426687
g2167.t1	g2167	20.260383	6.94205	8.684009	33.381389	8.169455	9.887418	41.685135	15.544022	27.514217	174.914492	247.832076	190.448396	75.158692	42.670458	63.784105	96.06541	58.246041	20.122104	17.119819	42.20858	15.762995	77.769855	36.184596	34.776473	7.43394	60.159388	40.836108	21.698448	196.760534	27.445239	38.487364	179.881988	77.329554	38.766317	31.311826	33.420776	25.652938	136.426525	17.920273	39.075712	68.31905	28.526586	39.003567	39.283348	14.785993	17.348884	10.791004	16.593905	22.224057	7.675856
g2168.t1	g2168	0.053671	0	0	0.124254	0.074898	0	0.097881	0.066513	0.400504	1.846102	3.130409	2.288166	69.382328	492.243976	397.034629	181.961199	289.641595	231.271616	198.18551	565.746096	376.420451	95.296693	141.132805	106.373557	145.182909	0.209583	0	0	0.352771	0.081917	0	1.171636	0.583216	23.084875	118.1084	146.047727	254.243694	37.74124	92.401733	86.01897	241.766952	152.272545	127.297951	137.332389	142.039738	57.288309	38.130282	45.286497	18.999584	37.732485
g2169.t1	g2169	0.083167	0	0	0	0	0	0.038013	0.103749	0.119532	0.219949	0.674743	0.468661	1.011307	1.927917	0.451843	2.121456	3.956977	43.306822	41.325522	14.06481	27.354927	13.103037	0	2.322718	3.920837	0.054356	0.157027	0.454411	0	0.063981	0.417338	0.201893	0	42.328625	2.964461	0.482149	0.263355	0	0	1.118321	0	0.451624	0.174315	0	0	4.800646	0	4.264396	7.207294	0
g217.t1	g217	101.985166	115.705336	80.60026	97.659958	103.92721	86.204171	88.642285	116.048696	99.517469	123.548656	116.619935	132.616173	79.271216	32.029946	40.937092	38.65398	42.561124	44.475037	44.874201	32.997925	31.240937	47.388087	58.836772	28.603471	57.729203	85.811805	146.605256	105.898379	20.211175	122.565475	98.804222	121.618413	106.230069	11.656335	46.678459	22.524287	33.130938	35.754499	51.113493	55.892983	39.844567	47.67807	50.703052	48.546411	56.102419	53.260181	71.26103	61.919884	170.036235	169.274719
g2170.t1	g2170	1.831246	4.053129	5.559483	1.492056	3.398132	4.741615	2.914768	4.020314	3.070811	0.285614	1.040148	0.78974	6.83133	4.598011	8.145504	3.35302	7.978899	1.748091	5.474026	13.551066	2.521483	17.3289	2.569796	1.712206	2.13715	1.513988	2.234486	3.465685	1.649921	2.698224	1.054289	2.863624	2.282249	12.749038	2.251213	0	2.045921	24.745166	1.144046	1.918673	2.591985	5.128581	1.889376	2.133695	1.827452	2.143732	2.783583	1.13623	0	0
g2171.t1	g2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.722487	0	1.887505	0	0	0	0	0	0	0	0.907722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g2172.t1	g2172	10050.959701	19678.943409	10578.48392	7625.596248	15337.137093	11158.404113	7519.438615	10570.958259	5941.040119	2526.965099	1931.974816	2595.276313	5058.496488	136.115825	268.865239	289.492994	158.921271	5074.36643	7461.843847	1012.702319	1162.843943	842.105495	1668.434024	3922.782539	5871.026229	7498.273281	7909.463817	5398.762774	3694.35651	9513.144721	3173.123848	2659.397013	2086.99398	2623.562251	2834.80296	2432.884962	2413.604615	1456.695065	4725.405256	4658.675583	565.480466	822.525473	2382.729602	1817.631109	4532.175523	5779.189834	6979.221109	5548.453854	2431.841416	1599.555169
g2173.t1	g2173	1.124307	1.457611	0.832617	1.951276	1.21688	2.245731	1.080251	1.155607	1.432581	1.23994	1.111972	1.443529	97.04617	675.87172	726.562156	356.03067	433.664797	434.824673	250.895061	874.470725	722.731983	167.774781	225.846677	136.733112	293.609523	1.783241	0.467083	0	0	1.800847	1.24376	0.832783	2.027723	48.471943	231.629483	256.376705	407.830267	22.931187	156.790035	147.518322	359.176892	344.444602	227.997376	174.26082	163.444923	113.178574	70.852696	94.374724	78.605141	58.176506
g2174.t1	g2174	0.691041	1.089107	2.051249	0.835756	1.225253	2.193523	1.459082	1.885924	2.957984	21.484018	34.370677	25.801762	42.055521	43.935706	23.433453	48.360184	42.518727	48.077181	30.616156	52.305119	65.614757	43.325753	25.837042	12.581701	29.435011	2.7997	2.814047	4.611785	3.951979	1.863508	5.148976	18.57686	8.585582	17.222016	22.366394	17.056459	20.931169	222.317728	41.892015	41.525396	41.418007	32.454724	27.373512	32.12282	27.262865	16.916528	6.665987	9.932501	30.636402	14.108472
g2175.t1	g2175	1.456839	3.877312	1.765114	2.663764	3.593764	2.360958	2.164426	4.180792	2.75776	2.268072	2.734738	3.002297	2.769322	0.155499	0.292993	0.828607	0.61851	56.717275	52.303628	9.215738	12.691989	16.887382	0	1.234897	12.24125	2.717077	6.303168	2.128259	1.206453	5.262625	2.282457	2.87033	3.909524	15.557132	6.714706	0.750265	0.615097	0	1.735614	1.16192	0.395626	0.176453	0.27156	0	0.278331	8.297579	0.243345	4.908531	0	0.953878
g2176.t1	g2176	119.245542	143.525012	237.570554	142.037279	128.764594	238.665136	107.655951	138.483114	175.850529	143.773045	157.029984	160.460985	140.813438	63.347955	46.680132	140.43801	159.791052	135.625937	112.752551	83.030117	131.437839	151.367292	156.282288	49.197582	105.484714	95.148771	133.633707	174.479809	29.485386	118.014545	165.654904	134.17862	195.558686	14.985003	151.889053	72.024026	118.097717	221.360555	164.019108	158.35645	79.160234	168.133697	126.944597	149.560852	136.390849	119.909014	147.109559	142.77716	224.775117	178.302154
g2177.t1	g2177	114.51142	181.696606	205.927104	85.43844	125.661716	132.779892	78.046045	94.164986	62.902664	60.765262	52.537585	53.167791	79.260731	24.389895	80.24047	24.198597	38.898775	31.874513	30.696302	44.507582	55.403518	65.012546	50.573503	31.769755	53.222219	94.939515	106.328366	72.129091	62.325609	107.077191	79.26835	54.335327	82.732136	24.108097	39.089664	38.333391	36.555418	60.954964	78.718835	72.572653	42.538492	42.129999	40.575807	48.346339	69.059808	49.033741	73.57758	56.681743	24.412468	54.806051
g2178.t1	g2178	136.869324	77.31009	203.579633	197.316168	99.382341	184.985657	156.939875	81.289693	149.631611	125.72517	103.157609	132.161226	132.820241	46.480826	50.874346	52.694591	48.385376	111.230153	108.413606	59.691548	99.093269	73.842557	35.241789	55.993493	63.646445	171.934812	61.86697	129.664822	27.218336	73.722299	116.099909	119.921225	119.480609	16.605155	51.657638	59.716766	57.447388	42.763687	83.520195	79.029563	43.291745	44.179809	49.074274	39.773614	99.672633	77.861327	104.889897	72.045466	44.14078	62.252716
g2179.t1	g2179	108.621135	70.212865	59.557097	115.726203	103.215382	65.043091	147.952797	150.054257	121.017796	113.938069	97.806457	80.374148	87.874817	52.797373	44.77333	101.505434	54.898366	15.825017	22.211624	35.149355	89.953214	89.986842	17.56547	18.2195	15.923681	127.616084	133.246534	124.574946	264.970012	152.595121	191.435907	101.946707	87.98208	92.352026	20.186881	17.090565	20.107906	37.592165	0	11.094185	32.551626	34.242751	39.981089	29.350282	7.740469	32.682221	2.215429	18.516694	0	0
g218.t1	g218	79.951538	67.857757	52.306204	72.795901	57.138361	48.388017	78.923824	65.635027	69.023049	97.676782	77.927271	89.157268	62.547922	38.285789	39.621342	32.894563	36.917597	49.716249	56.247554	44.253083	51.075547	24.359559	32.636368	34.457557	62.165812	85.723139	93.598088	58.389953	11.986503	71.077417	77.906292	86.294054	68.263622	15.072078	50.748387	31.115488	48.369566	50.778292	88.618262	93.601323	42.832679	32.486575	43.928812	44.591576	131.745588	64.058155	91.539397	67.23725	28.788547	36.458152
g2180.t1	g2180	1.455929	0.106409	2.079707	1.198454	0.214934	1.044873	1.962631	0.287287	2.159496	15.197125	24.06909	19.801201	6.627289	7.415441	6.98239	8.887997	8.761999	5.781393	7.19019	4.584175	13.095018	9.717911	7.272393	5.096391	1.80791	2.506963	2.318484	3.352586	4.618687	2.126871	8.470145	14.698705	17.615526	11.718457	9.023864	7.328277	10.191225	70.975217	17.651586	13.399354	17.419375	6.874866	7.807011	7.890871	3.125955	4.040306	3.450985	4.761753	0	2.280724
g2181.t1	g2181	2.022129	2.906564	2.222401	4.270987	4.124288	5.053775	3.375164	6.378323	5.011996	7.544685	5.509987	6.712584	28.373777	121.090326	119.05876	129.377827	190.652236	94.635585	77.581118	82.995989	95.08458	146.101022	113.67756	85.579992	118.910558	4.276646	10.678392	7.503785	3.860741	9.238722	6.897654	5.78326	5.370194	18.838562	109.857831	93.915242	80.557315	41.833994	83.576811	87.789998	160.913993	135.799448	124.258382	129.840392	42.478913	100.799957	67.413707	94.30088	122.472141	102.866005
g2182.t1	g2182	0	0	0.94749	0.697401	0	1.307082	0	0	0.343421	0	0	0	0	2.137515	0	0.30934	0	8.26578	15.880258	10.094648	0	18.628645	0	1.732248	2.704842	0.381223	0	0	0	0	0	0	1.571913	21.217545	5.367114	1.764421	0	0	0	0	0	0	0	0	0	0.748936	0.553228	2.731691	0	0
g2183.t1	g2183	0.106898	0	1.107264	0.097539	0	2.252918	0	0.205759	0.111156	1.11792	0.408667	0.374463	0.401317	0	0.101619	0	1.57794	41.787094	53.042877	11.935064	23.03933	16.353154	0.507787	1.356441	1.404327	0	0.208222	3.644382	0	1.136201	0	0.30644	0	32.983531	0	3.924983	0	0	0.899021	0	1.020327	0	0.0834	0	0	2.152184	0	1.033562	0	1.363568
g2184.t1	g2184	62.702023	79.192678	55.408833	89.484879	101.941112	60.775911	76.275208	106.583892	74.540564	26.921162	15.96027	26.636431	34.166543	0.395311	0.188294	2.224533	0	12.901094	22.275618	7.235809	4.477007	4.663017	0	0.878768	2.907382	56.588388	69.194903	49.186158	22.144466	88.113772	25.321041	31.422903	16.110459	14.379265	2.633897	0.360051	0.392771	12.42154	1.325021	3.883981	0.564947	0.334052	0.5713	0.840154	2.917191	2.794099	0	2.32643	0	0
g2185.t3	g2185	49.319554	36.082577	137.500189	54.993198	46.498324	132.759395	48.228454	40.247669	69.930869	87.849785	93.022301	86.305445	62.367522	27.1859	21.558838	30.919291	39.476461	47.848573	55.537419	40.180376	48.471724	44.839362	32.63602	20.160934	41.166921	57.103653	42.699651	112.100478	10.788075	41.430327	119.942387	81.320092	154.50397	11.867885	32.947135	25.840171	25.646396	47.409498	52.493393	49.256829	16.590081	32.989034	27.04517	35.863525	49.07246	40.692302	54.923739	46.058671	54.990952	38.325261
g2186.t1	g2186	95.561994	67.180019	132.300786	102.336954	81.650513	111.243086	89.451588	75.68419	116.649151	77.497644	67.152584	78.199563	72.736884	59.964624	82.96074	28.522975	56.01618	52.0581	61.595666	78.479638	107.254002	36.805915	36.942695	35.334037	57.396205	81.222818	58.901051	99.446653	12.021326	63.406436	101.489445	76.488344	104.940513	13.38808	42.670567	70.916461	63.828981	40.64129	64.720745	65.402419	34.265232	31.387135	33.25805	36.462332	135.958815	55.944664	58.474651	54.553569	17.631929	37.300048
g2187.t1	g2187	80.595971	110.65325	127.813874	74.631994	92.017726	119.527038	69.983617	88.102585	84.271264	67.080287	50.809327	65.306349	60.312852	27.504459	54.347852	21.479194	40.389005	26.199132	30.852331	36.155037	29.83	23.880231	42.884671	28.070334	54.705	71.392267	83.471651	86.016914	22.888724	86.349679	81.569871	59.127584	81.408801	10.988139	36.398629	28.07351	33.634653	47.179856	53.842262	54.072879	42.395863	51.17077	36.143312	38.237214	62.742017	47.76704	54.978356	50.070106	24.636219	22.336074
g2188.t1	g2188	80.712164	54.758412	93.264752	80.649737	52.072539	91.099305	60.552215	37.811226	55.20918	29.597824	21.379026	30.964601	57.341375	2.456718	3.711541	2.3698	1.463478	36.899896	61.680234	14.901079	26.246011	14.994327	14.105956	14.028661	26.142045	58.136406	30.785928	31.498539	9.257575	33.273634	30.095276	29.321744	20.175284	5.676091	24.937723	14.911278	23.102038	10.345936	52.24732	57.157516	4.100685	3.758009	12.621534	9.75291	47.650784	44.154521	73.924792	48.342792	26.475315	58.294125
g2189.t2	g2189	9.306913	5.57289	5.710227	11.266154	3.117599	4.800975	7.129563	5.801481	7.082886	26.454136	38.431882	27.093866	20.695007	75.78458	51.193926	29.943815	34.246414	37.340243	24.573484	55.69376	32.164459	16.732308	33.673656	31.099661	43.914306	9.070089	5.725344	6.95078	2.796533	6.089833	15.409874	23.929871	17.341395	15.074035	33.228273	30.238861	46.816129	69.466181	34.693061	22.85784	41.091441	41.969283	32.170851	20.63536	38.492634	23.454659	15.711801	24.585207	47.026596	25.987649
g219.t1	g219	22.200469	23.180642	36.352384	24.754024	19.558986	28.516866	19.915669	22.939332	19.547576	23.879048	19.316011	24.020923	23.505341	9.881662	9.114686	7.404306	9.759534	12.845153	8.960456	12.466455	17.063548	13.354041	16.545443	5.648686	11.018561	17.643372	25.205404	23.693282	3.744633	25.480175	22.422998	21.301522	24.245184	13.903336	14.018045	7.532144	9.527974	16.546851	24.887935	24.107201	7.098389	12.804872	9.709891	10.858436	26.361636	18.317769	27.279692	18.794813	105.377886	107.426728
g2190.t1	g2190	62.839064	52.205483	102.664057	64.883195	39.77176	46.439453	52.079715	33.918611	52.812369	44.257279	45.420769	46.740008	65.627233	31.186936	20.123921	23.812823	31.027278	51.275555	73.742686	35.3955	56.042175	26.62372	42.005448	36.906704	47.64398	45.179552	32.622011	23.291752	10.683657	27.867254	28.282828	44.587252	44.119862	6.62371	57.877595	37.190518	65.453151	30.36246	91.957683	90.863613	19.80206	24.995307	37.227356	40.58182	128.916888	67.515132	116.819267	79.447832	51.275987	41.112399
g2191.t1	g2191	10.491755	13.383393	14.037323	14.3506	15.684239	20.724973	18.786388	25.100923	24.960257	70.13303	74.935266	64.259929	36.750442	33.938918	19.515527	62.837035	55.939801	17.442598	13.977763	21.351932	25.342324	65.092044	35.580536	47.379201	20.746605	34.980009	71.101304	52.272467	194.391883	49.049456	78.074446	69.485402	134.728927	53.772219	33.581217	42.531693	36.354842	32.990436	17.613063	13.572273	31.630634	43.292056	40.549559	51.728729	18.89118	22.449004	10.824514	22.952031	0	4.123216
g2192.t1	g2192	0.133988	0.091766	0	0	0	0	0.365549	0.164858	0.26874	0	0.108363	0.398882	0.482224	0.31998	0.150379	0.141091	1.26157	0.536805	0.495958	10.441194	8.035454	8.333011	0	1.897894	0	0.173604	0.249953	0	0	0.101356	0	0.162352	0.723395	18.862829	0	0.389041	0	0	0	0	0	0	0	0	0	0.335127	0	0	0	0
g2193.t1	g2193	0	0	2.304583	0.433972	0.75585	1.604008	2.344932	0.871175	1.918167	4.262757	6.913781	4.972934	41.278842	108.210859	77.937785	26.662797	30.472611	60.871931	35.282911	82.403906	59.048439	21.907454	10.935136	65.04078	28.110626	2.582665	1.552435	1.978642	11.940633	2.906792	0	4.536855	9.636613	71.769317	28.158685	54.935616	58.526877	0	11.910184	18.344591	39.121735	13.560387	13.02564	15.521154	152.950027	9.292656	3.419575	2.907218	0	7.57694
g2194.t1	g2194	333.394601	338.764358	148.004774	307.92565	323.098362	133.583793	308.546286	278.214409	197.379473	241.958696	286.850417	230.918401	186.674271	108.806851	107.620225	136.202968	144.59516	115.305749	149.358153	91.189222	124.258169	175.26505	135.398979	174.755088	185.951007	319.433778	234.210333	91.102754	371.254775	263.146917	135.366961	240.314234	87.361138	219.173581	176.671001	162.859713	111.334684	171.229546	154.272404	151.304656	133.220281	127.397558	155.432876	152.451021	131.403686	248.335522	208.739633	246.364436	0	159.317185
g2195.t1	g2195	102.177523	120.494873	133.799103	92.937394	93.912837	121.562711	80.635489	84.94448	83.171336	72.422347	62.55964	67.03295	72.409914	20.970545	32.616059	74.20414	88.990157	69.952294	66.854858	29.386696	52.533084	94.020326	70.299302	39.76553	63.754184	88.183592	78.443169	68.874792	21.371051	80.682611	78.71349	62.851613	87.902765	13.279181	88.228593	43.461475	55.814949	57.82253	111.182604	116.281886	57.180345	70.903419	67.584637	76.040937	88.715467	93.885383	126.53786	102.446304	63.184196	67.806784
g2196.t1	g2196	57.986436	60.831359	71.036164	61.368918	61.847659	62.592464	56.787369	51.450346	66.53173	62.247724	58.215139	63.232075	52.26774	11.221733	23.160012	22.173386	34.042567	29.461518	34.756324	20.093334	27.342212	25.785102	17.820566	19.05253	22.748324	56.555218	51.177725	39.702944	32.269396	45.733175	49.769533	62.182345	73.689299	18.197282	24.062076	19.349857	24.048817	41.276877	38.972078	44.118972	18.895195	19.15277	20.080213	17.83396	44.40857	32.411952	50.684683	35.054555	27.136495	59.359408
g2197.t1	g2197	0	0.553618	1.758993	0	0.189198	0	0.249829	0.165023	0.63325	0.739907	0.670234	2.424237	75.046744	316.861683	375.319369	269.683632	249.726184	135.826279	94.655484	458.83167	409.894929	142.587549	90.374104	67.418025	98.699678	0.880938	2.178553	0	0.304687	1.006318	0	0.168054	2.910145	210.633368	65.314619	87.71504	90.871374	4.520989	67.822503	48.259987	184.943623	98.368292	98.539263	85.027021	48.193854	59.387305	22.47206	31.995349	0	15.050441
g2198.t1	g2198	129.592586	98.383734	97.106568	123.005439	95.318194	86.6699	120.733989	85.266252	90.819361	84.453099	79.407684	86.460169	79.041124	37.333304	33.129213	29.905925	43.300096	63.541493	45.442587	41.715608	70.837604	26.204556	26.718492	51.513372	53.399258	105.607783	70.182712	66.777498	66.874811	75.122017	62.910808	79.409577	64.027648	39.424036	54.258752	38.370514	55.888708	60.721087	55.705576	57.075376	26.315923	28.856362	31.291549	32.212708	73.780968	39.146339	59.950289	58.536404	0	35.303909
g2199.t1	g2199	52.934389	29.283544	32.177314	41.665114	21.873242	37.498764	44.160606	19.127465	24.649281	26.983214	23.732412	32.013415	35.562333	22.297535	20.606414	29.427563	16.253116	35.047132	36.719949	36.674917	40.947662	28.660394	8.979274	30.417768	14.96276	42.186243	21.089436	25.608414	118.25197	22.99339	35.60934	30.645413	22.55598	73.496794	21.861923	27.227921	27.19144	12.352661	21.417748	15.722925	22.334482	5.307932	15.916369	16.513765	45.925371	26.333835	26.003166	20.5235	0	8.854978
g22.t1	g22	0.442345	0.08225	0	0.273442	0.124429	0.807572	0.594524	0.074065	0.560322	6.236234	8.434354	6.432646	29.740471	13.556922	9.927989	74.550538	91.945662	1.868516	6.180599	16.132971	16.648771	100.738531	30.981139	7.352096	11.358784	0.464529	0.186672	1.293493	0.452544	0.640406	0.594687	5.122719	1.945171	7.548244	29.979869	11.274154	11.019116	77.733856	20.560107	21.703231	42.910492	51.493628	53.587862	62.06034	1.014649	11.564148	1.552716	7.832565	0	2.593988
g220.t1	g220	1.549483	0.343575	1.64119	3.126363	1.934589	3.377534	3.478922	2.15194	4.772625	4.625474	5.802937	7.420318	51.293451	438.698603	366.334132	300.208471	301.050088	266.759153	194.263349	242.364105	161.163001	351.329997	101.612814	155.75686	34.808102	6.879195	1.871916	1.376483	0.564731	3.002786	6.268552	7.634172	8.126279	24.587097	123.224964	239.945605	150.399991	121.921032	195.578507	161.804854	528.217658	55.547657	155.434148	164.314771	181.113348	123.636328	108.610998	43.941352	26.352365	104.66968
g2200.t1	g2200	70.329037	84.002593	192.946667	94.976717	82.805748	185.474772	63.638654	80.134052	89.571832	78.138508	76.3707	78.894635	94.397915	42.278433	32.453082	73.654386	73.870196	55.895756	68.705068	46.547761	52.355843	105.129637	44.08704	36.172223	66.792859	71.800516	82.462301	113.127664	23.433708	83.029991	101.122713	67.377074	118.182904	12.836131	61.483486	54.571347	48.537084	81.809573	64.284977	59.220497	54.173879	46.706303	50.834767	49.519921	66.798092	63.875239	79.981222	62.171636	43.976076	59.910891
g2201.t1	g2201	7.793499	4.609297	11.167733	14.616576	3.995963	18.236101	13.974274	5.34679	13.553845	37.457693	48.360173	40.449214	26.403476	35.079766	51.460651	58.633797	34.330268	45.614121	46.811496	27.435939	20.171507	97.77405	13.59037	19.451505	3.753105	40.709657	8.10843	34.24515	18.759846	6.253993	61.334495	45.165082	58.287859	11.98402	26.75858	21.205571	21.786236	95.796528	26.223424	21.966874	35.542094	10.931427	16.455055	23.194756	23.083522	18.606826	25.62715	13.881066	0	2.210416
g2202.t1	g2202	182.809732	176.010427	198.718033	190.92363	176.969865	157.720183	148.724968	132.102692	133.649825	67.509177	49.125101	71.867679	89.109204	5.877153	6.872671	3.52614	6.693539	36.985734	37.558488	27.28915	63.546585	13.483295	26.12496	32.89136	66.745404	160.875786	82.364111	85.75159	22.210469	106.757319	67.590738	63.499201	57.629771	14.312756	37.273518	26.62091	39.283563	11.835382	94.411519	71.366176	6.753699	11.461159	21.044847	21.661064	89.027527	71.045311	92.659388	84.930479	35.502873	33.720939
g2203.t1	g2203	157.728246	273.394606	182.647865	113.443445	182.965599	139.009972	110.795451	143.154082	84.573848	98.864668	95.29898	101.703619	98.898981	53.59776	78.049562	70.549957	79.161552	126.46696	95.81152	66.816596	91.345323	54.200181	133.528575	111.468856	171.916229	118.106968	137.365114	67.385703	75.768879	135.183419	70.375644	89.849509	87.725618	22.019187	132.968435	76.559676	128.948462	128.501639	159.392276	171.976663	100.932292	145.466708	123.423116	98.935799	191.21219	145.654086	148.494004	157.632773	81.746112	127.052461
g2204.t1	g2204	210.000507	252.535481	379.76401	221.292961	266.071769	367.214689	203.528887	267.42012	240.101288	166.905948	147.052479	160.200545	210.294308	78.902787	144.711156	141.74661	138.479916	87.842173	114.130387	181.800738	220.69354	194.090691	117.152558	121.609398	119.606915	233.566854	219.987983	274.895728	50.74601	245.734278	290.59125	160.723729	277.224109	62.321871	119.843764	149.087491	91.636	97.592032	151.761917	153.181553	120.619765	115.595587	104.855795	134.31069	160.64392	136.726525	133.881418	131.222741	87.85129	85.970465
g2205.t1	g2205	11.026921	12.389239	9.371553	10.164047	13.935118	2.214156	12.916592	13.108024	9.916338	28.197703	26.237003	27.569647	22.765414	14.411525	17.660246	11.657163	9.386213	13.365958	11.879163	21.747879	17.307366	5.575919	28.874941	9.546721	6.839151	13.384088	30.734854	11.011909	77.460524	20.452326	17.351902	30.515683	23.872224	24.71969	12.457067	7.740558	11.877047	41.727378	25.190767	40.021189	21.203363	24.201432	18.63184	11.465088	12.14412	15.68114	6.691193	17.528303	0	0
g2206.t1	g2206	0.854602	0.3604	0	2.509581	2.558758	1.769972	2.332141	5.503861	5.3126	1.47918	2.339671	2.055849	2.051843	0.20937	0.13316	1.385119	1.238575	372.791939	422.096351	16.701618	15.781957	28.53826	0	2.677322	28.586534	1.704249	4.417468	9.274563	2.591793	5.275563	2.614762	3.505122	4.971843	48.285505	13.47624	4.580714	0.416306	2.191324	16.143794	22.928168	0.398908	0.353558	1.651151	0.888657	0.280914	54.269597	4.656979	48.90234	23.776016	12.317819
g2207.t2	g2207	34.970393	53.882296	33.946332	62.388358	110.727561	83.836315	85.495024	204.103519	137.539898	152.13073	161.312615	150.389917	78.086335	25.695342	29.842214	41.919114	36.721888	17.783835	15.929544	29.165037	14.516979	28.632679	27.692926	13.038286	11.692753	85.820118	240.762483	202.078329	48.902005	266.830771	199.16601	140.563313	180.793965	5.747467	13.778899	20.698427	22.571477	118.744195	20.819446	21.046712	45.690947	35.062933	28.76906	28.6121	11.491817	13.792419	5.26368	12.230355	12.194576	6.317735
g2208.t1	g2208	226.965876	210.706618	326.944838	192.325143	180.730743	303.365099	199.891904	172.37724	251.053304	144.173867	140.261278	158.138883	167.531986	95.837083	75.516794	202.890777	159.497469	135.911164	117.795759	144.320517	117.711379	157.353651	146.543298	145.171304	149.844772	200.541369	165.719632	252.05877	300.326065	157.369698	183.534937	144.82179	185.703111	42.9169	181.299934	192.736498	177.202544	165.479863	249.940599	224.124788	167.937528	102.352152	155.595177	126.954436	183.500442	169.317566	200.69536	199.928053	194.752134	193.879927
g2209.t1	g2209	495.814756	626.195991	421.215186	421.360039	490.256711	323.669737	487.841793	395.780644	257.38534	252.185237	261.731169	248.181312	146.187102	53.425794	118.486426	68.693999	71.06686	112.080385	144.840597	79.448264	124.946061	155.650231	152.933292	164.254546	300.821537	338.836647	357.524572	268.185103	502.287773	408.232772	226.37342	255.912729	180.072013	221.819972	153.951031	93.520071	114.1382	102.814601	183.336933	150.775855	79.532253	150.022414	157.672119	162.345913	334.491166	243.721921	209.815059	269.175632	0	28.639291
g221.t1	g221	81.394855	93.558121	78.741193	58.909961	78.775532	76.217247	57.91561	72.645605	46.328175	28.335744	21.22187	29.169961	28.424549	8.602401	14.126014	14.909175	14.544766	37.575499	37.650202	22.671179	41.711027	16.00189	19.488825	31.139637	46.901956	62.118281	49.557454	37.693412	23.377289	68.015133	25.586698	34.205848	31.975563	26.542117	29.556156	29.490833	39.901494	23.587299	64.539818	58.080735	7.414785	15.223234	22.448285	21.310772	133.281393	29.921418	59.229821	52.326451	69.57886	44.057739
g2210.t1	g2210	147.766188	144.90642	179.903562	82.078187	152.977466	157.968762	96.901682	116.36479	111.301481	66.10075	59.580022	50.850197	97.476763	99.464933	75.958243	35.358787	48.09223	37.583877	31.212234	71.892051	72.948176	76.982423	54.584889	65.727229	63.859339	92.870322	91.486127	112.652513	160.580345	117.260913	91.43242	57.236369	114.37	219.765152	56.920075	87.25971	83.827919	21.302716	112.294475	82.214077	41.536373	36.191124	45.210627	26.991268	159.08657	52.10665	73.668237	82.956784	0	23.541043
g2211.t1	g2211	84.830579	14.184842	70.636276	90.592589	19.732914	39.042454	78.588336	18.825229	49.596901	59.951854	59.405485	58.523861	59.02926	8.863077	8.63956	12.021603	9.896614	44.180122	66.659415	18.931602	8.990465	14.763468	12.735031	21.398319	11.0589	82.342907	18.199004	44.029792	10.888385	18.250619	57.474053	65.597943	64.822931	10.186651	23.353355	15.320005	15.743342	17.515914	36.957107	29.616621	13.003078	4.036454	13.364552	17.219728	54.955438	28.986291	51.566349	30.53927	27.725778	45.486321
g2212.t1	g2212	1.937536	1.879897	2.980437	3.430839	2.46235	3.658563	4.014254	5.121744	9.232183	10.826183	12.286586	10.732568	12.837088	120.492019	70.644795	52.939952	58.565005	138.993783	100.304499	130.386208	85.770096	52.021718	53.533233	39.845969	65.089605	5.648636	9.179043	10.801645	0.320517	9.029993	13.968914	10.297903	11.615251	10.444576	77.277996	50.211307	71.540783	12.321148	47.012132	48.853756	61.485635	73.997418	61.897781	70.844572	86.994549	57.105008	32.117942	48.427482	18.845344	22.781147
g2213.t1	g2213	40.364282	59.335148	66.099526	71.521951	112.996362	138.707886	114.435762	240.322616	212.970491	386.949097	401.171198	373.395603	137.896993	33.621997	18.069374	71.61455	61.80639	37.570363	24.999121	26.219887	17.013881	49.033003	33.619189	24.483463	21.89844	153.437298	445.602929	362.93722	62.954881	397.360423	508.602346	350.05376	554.525115	12.453778	26.728969	25.304762	13.972323	349.707534	52.033673	65.570814	66.544395	44.773725	39.91693	42.739597	38.030556	15.58646	8.444237	13.490975	17.641065	13.709158
