Orthogroup	caenorhabditis_elegans.PRJNA13758	nxOscDolc1.1	nxOscOnir1.2	nxOscSper1.1	nxOscSpeu1.1	nxOscTipu1.1	Total
OG0012127	1	0	1	1	0	0	3
OG0012128	3	0	0	0	0	0	3
OG0012129	3	0	0	0	0	0	3
OG0012130	3	0	0	0	0	0	3
OG0012131	3	0	0	0	0	0	3
OG0012132	3	0	0	0	0	0	3
OG0012133	1	0	0	1	1	0	3
OG0012134	1	1	1	0	0	0	3
OG0012135	1	0	1	0	0	1	3
OG0012136	1	1	0	0	1	0	3
OG0012137	3	0	0	0	0	0	3
OG0012138	3	0	0	0	0	0	3
OG0012139	1	1	0	0	0	1	3
OG0012140	1	0	1	0	0	1	3
OG0012141	3	0	0	0	0	0	3
OG0012142	3	0	0	0	0	0	3
OG0012143	3	0	0	0	0	0	3
OG0012144	3	0	0	0	0	0	3
OG0012145	3	0	0	0	0	0	3
OG0012146	1	0	1	0	0	1	3
OG0012147	3	0	0	0	0	0	3
OG0012148	3	0	0	0	0	0	3
OG0012149	1	0	1	0	0	1	3
OG0012150	3	0	0	0	0	0	3
OG0012151	3	0	0	0	0	0	3
OG0012152	3	0	0	0	0	0	3
OG0012153	3	0	0	0	0	0	3
OG0012154	1	0	1	0	0	1	3
OG0012155	1	1	0	1	0	0	3
OG0012156	3	0	0	0	0	0	3
OG0012157	3	0	0	0	0	0	3
OG0012158	3	0	0	0	0	0	3
OG0012159	3	0	0	0	0	0	3
OG0012160	3	0	0	0	0	0	3
OG0012161	3	0	0	0	0	0	3
OG0012162	3	0	0	0	0	0	3
OG0012163	3	0	0	0	0	0	3
OG0012164	1	0	1	0	0	1	3
OG0012165	3	0	0	0	0	0	3
OG0012166	1	1	0	0	0	1	3
OG0012167	3	0	0	0	0	0	3
OG0012168	3	0	0	0	0	0	3
OG0012169	3	0	0	0	0	0	3
OG0012170	3	0	0	0	0	0	3
OG0012171	3	0	0	0	0	0	3
OG0012172	3	0	0	0	0	0	3
OG0012173	3	0	0	0	0	0	3
OG0012174	3	0	0	0	0	0	3
OG0012175	1	0	1	0	0	1	3
OG0012176	3	0	0	0	0	0	3
OG0012177	3	0	0	0	0	0	3
OG0012178	1	1	0	1	0	0	3
OG0012179	3	0	0	0	0	0	3
OG0012180	3	0	0	0	0	0	3
OG0012181	1	0	1	1	0	0	3
OG0012182	3	0	0	0	0	0	3
OG0012183	3	0	0	0	0	0	3
OG0012184	3	0	0	0	0	0	3
OG0012185	1	0	0	1	0	1	3
OG0012186	3	0	0	0	0	0	3
OG0012187	3	0	0	0	0	0	3
OG0012188	1	1	0	0	1	0	3
OG0012189	3	0	0	0	0	0	3
OG0012190	3	0	0	0	0	0	3
OG0012191	1	1	0	1	0	0	3
OG0012192	3	0	0	0	0	0	3
OG0012193	3	0	0	0	0	0	3
OG0012194	3	0	0	0	0	0	3
OG0012195	3	0	0	0	0	0	3
OG0012196	1	0	1	1	0	0	3
OG0012197	3	0	0	0	0	0	3
OG0012198	3	0	0	0	0	0	3
OG0012199	3	0	0	0	0	0	3
OG0012200	3	0	0	0	0	0	3
OG0012201	3	0	0	0	0	0	3
OG0012202	3	0	0	0	0	0	3
OG0012203	3	0	0	0	0	0	3
OG0012204	1	0	0	1	0	1	3
OG0012205	3	0	0	0	0	0	3
OG0012206	1	0	1	0	0	1	3
OG0012207	1	1	0	0	1	0	3
OG0012208	3	0	0	0	0	0	3
OG0012209	3	0	0	0	0	0	3
OG0012210	3	0	0	0	0	0	3
OG0012211	3	0	0	0	0	0	3
OG0012212	3	0	0	0	0	0	3
OG0012213	3	0	0	0	0	0	3
OG0012214	3	0	0	0	0	0	3
OG0012215	3	0	0	0	0	0	3
OG0012216	3	0	0	0	0	0	3
OG0012217	3	0	0	0	0	0	3
OG0012218	3	0	0	0	0	0	3
OG0012219	3	0	0	0	0	0	3
OG0012220	1	0	0	1	1	0	3
OG0012221	3	0	0	0	0	0	3
OG0012222	3	0	0	0	0	0	3
OG0012223	3	0	0	0	0	0	3
OG0012224	1	0	0	1	0	1	3
OG0012225	3	0	0	0	0	0	3
OG0012226	3	0	0	0	0	0	3
OG0012227	3	0	0	0	0	0	3
OG0012228	1	0	1	1	0	0	3
OG0012229	1	0	1	0	0	1	3
OG0012230	1	0	1	0	0	1	3
OG0012231	3	0	0	0	0	0	3
OG0012232	1	0	0	1	0	1	3
OG0012233	1	1	0	1	0	0	3
OG0012234	3	0	0	0	0	0	3
OG0012235	3	0	0	0	0	0	3
OG0012236	1	0	0	1	1	0	3
OG0012237	1	0	1	0	0	1	3
OG0012238	1	0	0	1	1	0	3
OG0012239	3	0	0	0	0	0	3
OG0012240	3	0	0	0	0	0	3
OG0012241	3	0	0	0	0	0	3
OG0012242	3	0	0	0	0	0	3
OG0012243	3	0	0	0	0	0	3
OG0012244	3	0	0	0	0	0	3
OG0012245	1	0	0	1	1	0	3
OG0012246	3	0	0	0	0	0	3
OG0012247	3	0	0	0	0	0	3
OG0012248	1	0	1	0	0	1	3
OG0012249	1	1	0	1	0	0	3
OG0012250	3	0	0	0	0	0	3
OG0012251	1	0	2	0	0	0	3
OG0012252	3	0	0	0	0	0	3
OG0012253	1	1	0	1	0	0	3
OG0012254	3	0	0	0	0	0	3
OG0012255	1	1	0	1	0	0	3
OG0012256	3	0	0	0	0	0	3
OG0012257	3	0	0	0	0	0	3
OG0012258	1	0	1	0	0	1	3
OG0012259	1	1	0	0	1	0	3
OG0012260	3	0	0	0	0	0	3
OG0012261	3	0	0	0	0	0	3
OG0012262	3	0	0	0	0	0	3
OG0012263	3	0	0	0	0	0	3
OG0012264	1	1	0	1	0	0	3
OG0012265	3	0	0	0	0	0	3
OG0012266	1	0	1	0	0	1	3
OG0012267	1	0	1	0	1	0	3
OG0012268	3	0	0	0	0	0	3
OG0012269	3	0	0	0	0	0	3
OG0012270	1	0	1	0	0	1	3
OG0012271	3	0	0	0	0	0	3
OG0012272	3	0	0	0	0	0	3
OG0012273	3	0	0	0	0	0	3
OG0012274	1	0	1	0	0	1	3
OG0012275	1	1	1	0	0	0	3
OG0012276	1	0	0	1	1	0	3
OG0012277	1	0	0	1	1	0	3
OG0012278	1	1	0	1	0	0	3
OG0012279	1	0	0	1	1	0	3
OG0012280	1	0	1	0	0	1	3
OG0012281	3	0	0	0	0	0	3
OG0012282	1	0	1	0	0	1	3
OG0012283	1	1	0	0	1	0	3
OG0012284	3	0	0	0	0	0	3
OG0012285	1	1	0	0	1	0	3
OG0012286	3	0	0	0	0	0	3
OG0012287	1	1	0	0	1	0	3
OG0012288	3	0	0	0	0	0	3
OG0012289	1	1	0	0	1	0	3
OG0012290	1	1	0	0	1	0	3
OG0012291	3	0	0	0	0	0	3
OG0012292	3	0	0	0	0	0	3
OG0012293	1	1	0	0	1	0	3
OG0012294	3	0	0	0	0	0	3
OG0012295	3	0	0	0	0	0	3
OG0012296	3	0	0	0	0	0	3
OG0012297	1	1	0	0	1	0	3
OG0012298	1	0	0	1	1	0	3
OG0012299	1	0	1	1	0	0	3
OG0012300	3	0	0	0	0	0	3
OG0012301	1	0	1	1	0	0	3
OG0012302	1	0	1	0	0	1	3
OG0012303	3	0	0	0	0	0	3
OG0012304	3	0	0	0	0	0	3
OG0012305	1	0	0	1	1	0	3
OG0012306	3	0	0	0	0	0	3
OG0012307	3	0	0	0	0	0	3
OG0012308	1	1	1	0	0	0	3
OG0012309	3	0	0	0	0	0	3
OG0012310	1	0	1	0	0	1	3
OG0012311	1	0	0	1	0	1	3
OG0012312	3	0	0	0	0	0	3
OG0012313	3	0	0	0	0	0	3
OG0012314	1	0	0	1	0	1	3
OG0012315	1	1	0	0	0	1	3
OG0012316	3	0	0	0	0	0	3
OG0012317	3	0	0	0	0	0	3
OG0012318	3	0	0	0	0	0	3
OG0012319	1	0	0	1	1	0	3
OG0012320	3	0	0	0	0	0	3
OG0012321	1	0	1	0	1	0	3
OG0012322	3	0	0	0	0	0	3
OG0012323	1	0	1	1	0	0	3
OG0012324	3	0	0	0	0	0	3
OG0012325	1	0	0	1	1	0	3
OG0012326	1	0	0	0	1	1	3
OG0012327	3	0	0	0	0	0	3
OG0012328	1	1	1	0	0	0	3
OG0012329	1	0	1	0	0	1	3
OG0012330	1	1	0	1	0	0	3
OG0012331	3	0	0	0	0	0	3
OG0012332	3	0	0	0	0	0	3
OG0012333	1	1	0	0	1	0	3
OG0012334	3	0	0	0	0	0	3
OG0012335	1	0	0	1	1	0	3
OG0012336	1	0	1	0	0	1	3
OG0012337	3	0	0	0	0	0	3
OG0012338	1	0	1	1	0	0	3
OG0012339	1	0	1	0	0	1	3
OG0012340	1	1	0	0	1	0	3
OG0012341	1	1	0	0	0	1	3
OG0012342	3	0	0	0	0	0	3
OG0012343	3	0	0	0	0	0	3
OG0012344	1	1	0	0	1	0	3
OG0012345	3	0	0	0	0	0	3
OG0012346	1	0	1	0	0	1	3
OG0012347	3	0	0	0	0	0	3
OG0012348	1	0	0	1	0	1	3
OG0012349	1	0	0	1	1	0	3
OG0012350	1	1	0	0	1	0	3
OG0012351	1	1	0	0	1	0	3
OG0012352	1	1	0	0	0	1	3
OG0012353	3	0	0	0	0	0	3
OG0012354	1	0	0	1	0	1	3
OG0012355	1	0	1	0	0	1	3
OG0012356	3	0	0	0	0	0	3
OG0012357	1	0	1	0	0	1	3
OG0012358	1	1	0	0	1	0	3
OG0012359	1	0	0	1	1	0	3
OG0012360	1	0	0	1	1	0	3
OG0012361	1	0	0	0	1	1	3
OG0012362	3	0	0	0	0	0	3
OG0012363	1	0	1	0	0	1	3
OG0012364	1	0	1	0	0	1	3
OG0012365	1	1	0	0	1	0	3
OG0012366	1	1	0	1	0	0	3
OG0012367	1	1	0	0	1	0	3
OG0012368	1	1	0	0	1	0	3
OG0012369	1	0	1	1	0	0	3
OG0012370	1	0	0	0	1	1	3
OG0012371	1	0	1	0	0	1	3
OG0012372	2	0	0	1	0	0	3
OG0012373	1	1	0	1	0	0	3
OG0012374	1	0	1	0	0	1	3
OG0012375	1	1	0	0	1	0	3
OG0012376	1	1	0	0	0	1	3
OG0012377	1	0	1	0	0	1	3
OG0012378	1	0	1	0	1	0	3
OG0012379	1	0	0	1	1	0	3
OG0012380	1	0	0	1	0	1	3
OG0012381	3	0	0	0	0	0	3
OG0012382	1	1	0	0	1	0	3
OG0012383	3	0	0	0	0	0	3
OG0012384	3	0	0	0	0	0	3
OG0012385	1	1	0	0	0	1	3
OG0012386	1	0	0	1	1	0	3
OG0012387	3	0	0	0	0	0	3
OG0012388	1	1	0	0	0	1	3
OG0012389	1	0	1	0	1	0	3
OG0012390	1	0	1	0	0	1	3
OG0012391	1	0	0	0	1	1	3
OG0012392	1	0	1	1	0	0	3
OG0012393	1	0	1	0	0	1	3
OG0012394	1	0	1	1	0	0	3
OG0012395	1	0	0	1	0	1	3
OG0012396	1	0	0	0	1	1	3
OG0012397	1	0	1	1	0	0	3
OG0012398	1	0	0	1	1	0	3
OG0012399	1	0	0	0	0	2	3
OG0012400	1	1	0	0	1	0	3
OG0012401	1	1	0	0	0	1	3
OG0012402	1	1	0	0	1	0	3
OG0012403	1	1	0	0	1	0	3
OG0012404	3	0	0	0	0	0	3
OG0012405	1	0	1	0	0	1	3
OG0012406	1	1	0	0	0	1	3
OG0012407	1	1	0	1	0	0	3
OG0012408	1	0	0	1	1	0	3
OG0012409	1	0	1	0	0	1	3
OG0012410	1	0	1	0	0	1	3
OG0012411	3	0	0	0	0	0	3
OG0012412	1	0	1	0	1	0	3
OG0012413	1	0	1	0	0	1	3
OG0012414	1	0	0	0	1	1	3
OG0012415	1	1	0	1	0	0	3
OG0012416	3	0	0	0	0	0	3
OG0012417	1	0	1	0	0	1	3
OG0012418	1	0	1	0	0	1	3
OG0012419	1	1	0	0	1	0	3
OG0012420	1	0	1	0	0	1	3
OG0012421	1	0	1	0	0	1	3
OG0012422	1	0	1	0	0	1	3
OG0012423	1	1	1	0	0	0	3
OG0012424	0	3	0	0	0	0	3
OG0012425	0	3	0	0	0	0	3
OG0012426	0	1	1	0	1	0	3
OG0012427	0	3	0	0	0	0	3
OG0012428	0	3	0	0	0	0	3
OG0012429	0	1	1	0	0	1	3
OG0012430	0	3	0	0	0	0	3
OG0012431	0	3	0	0	0	0	3
OG0012432	0	3	0	0	0	0	3
OG0012433	0	1	0	0	1	1	3
OG0012434	0	1	0	1	1	0	3
OG0012435	0	1	1	0	1	0	3
OG0012436	0	1	1	0	0	1	3
OG0012437	0	1	0	0	2	0	3
OG0012438	0	1	0	1	1	0	3
OG0012439	0	1	0	1	1	0	3
OG0012440	0	1	0	1	1	0	3
OG0012441	0	1	1	0	1	0	3
OG0012442	0	1	0	1	1	0	3
OG0012443	0	1	1	0	0	1	3
OG0012444	0	1	0	1	1	0	3
OG0012445	0	1	1	0	1	0	3
OG0012446	0	1	1	0	1	0	3
OG0012447	0	3	0	0	0	0	3
OG0012448	0	1	1	0	0	1	3
OG0012449	0	1	0	0	1	1	3
OG0012450	0	1	0	1	1	0	3
OG0012451	0	3	0	0	0	0	3
OG0012452	0	1	0	1	1	0	3
OG0012453	0	3	0	0	0	0	3
OG0012454	0	1	0	0	1	1	3
OG0012455	0	1	1	0	1	0	3
OG0012456	0	1	0	1	1	0	3
OG0012457	0	3	0	0	0	0	3
OG0012458	0	1	0	1	1	0	3
OG0012459	0	1	2	0	0	0	3
OG0012460	0	1	0	1	1	0	3
OG0012461	0	3	0	0	0	0	3
OG0012462	0	1	0	1	1	0	3
OG0012463	0	2	0	0	1	0	3
OG0012464	0	1	0	1	1	0	3
OG0012465	0	1	0	1	1	0	3
OG0012466	0	3	0	0	0	0	3
OG0012467	0	3	0	0	0	0	3
OG0012468	0	2	0	0	1	0	3
OG0012469	0	1	0	1	1	0	3
OG0012470	0	1	0	1	1	0	3
OG0012471	0	1	1	0	0	1	3
OG0012472	0	1	0	1	1	0	3
OG0012473	0	3	0	0	0	0	3
OG0012474	0	3	0	0	0	0	3
OG0012475	0	3	0	0	0	0	3
OG0012476	0	3	0	0	0	0	3
OG0012477	0	3	0	0	0	0	3
OG0012478	0	3	0	0	0	0	3
OG0012479	0	1	0	0	1	1	3
OG0012480	0	1	1	0	0	1	3
OG0012481	0	2	0	0	1	0	3
OG0012482	0	1	1	0	0	1	3
OG0012483	0	3	0	0	0	0	3
OG0012484	0	3	0	0	0	0	3
OG0012485	0	1	0	1	1	0	3
OG0012486	0	3	0	0	0	0	3
OG0012487	0	1	0	1	1	0	3
OG0012488	0	3	0	0	0	0	3
OG0012489	0	3	0	0	0	0	3
OG0012490	0	1	0	1	1	0	3
OG0012491	0	1	0	1	1	0	3
OG0012492	0	2	0	0	1	0	3
OG0012493	0	2	0	1	0	0	3
OG0012494	0	1	1	0	1	0	3
OG0012495	0	1	1	0	0	1	3
OG0012496	0	1	0	1	1	0	3
OG0012497	0	1	1	0	1	0	3
OG0012498	0	1	1	0	0	1	3
OG0012499	0	1	0	1	1	0	3
OG0012500	0	1	0	0	1	1	3
OG0012501	0	1	1	0	0	1	3
OG0012502	0	1	0	1	1	0	3
OG0012503	0	1	0	1	1	0	3
OG0012504	0	1	1	0	0	1	3
OG0012505	0	1	0	0	1	1	3
OG0012506	0	3	0	0	0	0	3
OG0012507	0	3	0	0	0	0	3
OG0012508	0	1	0	2	0	0	3
OG0012509	0	3	0	0	0	0	3
OG0012510	0	3	0	0	0	0	3
OG0012511	0	3	0	0	0	0	3
OG0012512	0	3	0	0	0	0	3
OG0012513	0	3	0	0	0	0	3
OG0012514	0	3	0	0	0	0	3
OG0012515	0	2	0	0	1	0	3
OG0012516	0	3	0	0	0	0	3
OG0012517	0	2	0	0	1	0	3
OG0012518	0	1	0	1	1	0	3
OG0012519	0	1	0	1	0	1	3
OG0012520	0	1	1	1	0	0	3
OG0012521	0	3	0	0	0	0	3
OG0012522	0	3	0	0	0	0	3
OG0012523	0	3	0	0	0	0	3
OG0012524	0	3	0	0	0	0	3
OG0012525	0	1	0	0	2	0	3
OG0012526	0	1	1	0	0	1	3
OG0012527	0	3	0	0	0	0	3
OG0012528	0	1	0	1	1	0	3
OG0012529	0	1	0	1	1	0	3
OG0012530	0	1	0	1	1	0	3
OG0012531	0	1	0	1	1	0	3
OG0012532	0	1	0	1	0	1	3
OG0012533	0	1	0	1	1	0	3
OG0012534	0	2	0	1	0	0	3
OG0012535	0	1	0	1	1	0	3
OG0012536	0	1	1	0	0	1	3
OG0012537	0	1	0	1	1	0	3
OG0012538	0	1	0	1	1	0	3
OG0012539	0	1	0	1	1	0	3
OG0012540	0	1	1	0	0	1	3
OG0012541	0	1	0	1	1	0	3
OG0012542	0	2	0	1	0	0	3
OG0012543	0	3	0	0	0	0	3
OG0012544	0	1	0	1	1	0	3
OG0012545	0	1	0	1	1	0	3
OG0012546	0	1	0	1	1	0	3
OG0012547	0	1	1	0	0	1	3
OG0012548	0	1	1	1	0	0	3
OG0012549	0	1	0	0	2	0	3
OG0012550	0	1	0	1	1	0	3
OG0012551	0	1	0	1	1	0	3
OG0012552	0	1	0	0	2	0	3
OG0012553	0	1	0	1	1	0	3
OG0012554	0	1	0	1	1	0	3
OG0012555	0	1	0	1	1	0	3
OG0012556	0	1	1	1	0	0	3
OG0012557	0	1	0	1	1	0	3
OG0012558	0	1	0	1	1	0	3
OG0012559	0	1	0	0	2	0	3
OG0012560	0	1	0	1	1	0	3
OG0012561	0	1	0	1	1	0	3
OG0012562	0	1	0	0	2	0	3
OG0012563	0	1	0	1	1	0	3
OG0012564	0	1	0	1	1	0	3
OG0012565	0	1	1	0	1	0	3
OG0012566	0	1	1	0	1	0	3
OG0012567	0	1	0	1	1	0	3
OG0012568	0	1	0	1	1	0	3
OG0012569	0	1	0	1	1	0	3
OG0012570	0	1	0	1	1	0	3
OG0012571	0	1	0	2	0	0	3
OG0012572	0	1	0	1	1	0	3
OG0012573	0	1	0	1	1	0	3
OG0012574	0	3	0	0	0	0	3
OG0012575	0	1	0	1	1	0	3
OG0012576	0	1	0	1	1	0	3
OG0012577	0	3	0	0	0	0	3
OG0012578	0	1	0	1	1	0	3
OG0012579	0	1	0	1	1	0	3
OG0012580	0	1	0	1	1	0	3
OG0012581	0	1	0	1	1	0	3
OG0012582	0	1	0	1	1	0	3
OG0012583	0	1	1	0	0	1	3
OG0012584	0	1	0	1	1	0	3
OG0012585	0	1	0	1	1	0	3
OG0012586	0	1	0	1	1	0	3
OG0012587	0	1	1	0	0	1	3
OG0012588	0	1	0	0	1	1	3
OG0012589	0	1	0	1	1	0	3
OG0012590	0	1	1	0	1	0	3
OG0012591	0	1	0	1	1	0	3
OG0012592	0	1	1	0	0	1	3
OG0012593	0	3	0	0	0	0	3
OG0012594	0	1	1	0	0	1	3
OG0012595	0	1	0	1	1	0	3
OG0012596	0	1	1	0	0	1	3
OG0012597	0	1	1	0	0	1	3
OG0012598	0	3	0	0	0	0	3
OG0012599	0	3	0	0	0	0	3
OG0012600	0	2	0	1	0	0	3
OG0012601	0	1	0	0	1	1	3
OG0012602	0	1	1	0	1	0	3
OG0012603	0	2	0	0	1	0	3
OG0012604	0	1	1	1	0	0	3
OG0012605	0	1	0	0	2	0	3
OG0012606	0	3	0	0	0	0	3
OG0012607	0	1	0	1	1	0	3
OG0012608	0	1	0	1	0	1	3
OG0012609	0	1	0	0	1	1	3
OG0012610	0	1	1	0	0	1	3
OG0012611	0	1	0	0	1	1	3
OG0012612	0	2	0	0	1	0	3
OG0012613	0	1	0	1	1	0	3
OG0012614	0	1	1	0	0	1	3
OG0012615	0	1	1	0	0	1	3
OG0012616	0	1	1	0	1	0	3
OG0012617	0	1	0	1	1	0	3
OG0012618	0	1	0	1	1	0	3
OG0012619	0	1	0	1	1	0	3
OG0012620	0	1	0	1	1	0	3
OG0012621	0	1	1	0	0	1	3
OG0012622	0	1	1	0	1	0	3
OG0012623	0	2	0	0	1	0	3
OG0012624	0	1	1	0	0	1	3
OG0012625	0	1	0	2	0	0	3
OG0012626	0	3	0	0	0	0	3
OG0012627	0	3	0	0	0	0	3
OG0012628	0	1	1	0	0	1	3
OG0012629	0	1	1	0	0	1	3
OG0012630	0	2	0	0	1	0	3
OG0012631	0	1	0	0	1	1	3
OG0012632	0	1	1	0	0	1	3
OG0012633	0	3	0	0	0	0	3
OG0012634	0	2	0	0	1	0	3
OG0012635	0	2	0	0	1	0	3
OG0012636	0	3	0	0	0	0	3
OG0012637	0	1	1	0	1	0	3
OG0012638	0	1	0	1	1	0	3
OG0012639	0	1	1	0	1	0	3
OG0012640	0	2	1	0	0	0	3
OG0012641	0	1	0	1	1	0	3
OG0012642	0	3	0	0	0	0	3
OG0012643	0	3	0	0	0	0	3
OG0012644	0	3	0	0	0	0	3
OG0012645	0	3	0	0	0	0	3
OG0012646	0	1	1	0	0	1	3
OG0012647	0	1	1	0	0	1	3
OG0012648	0	3	0	0	0	0	3
OG0012649	0	2	0	0	1	0	3
OG0012650	0	1	0	1	1	0	3
OG0012651	0	1	0	1	1	0	3
OG0012652	0	3	0	0	0	0	3
OG0012653	0	1	1	0	1	0	3
OG0012654	0	1	0	1	0	1	3
OG0012655	0	1	1	0	1	0	3
OG0012656	0	1	1	0	0	1	3
OG0012657	0	1	0	1	1	0	3
OG0012658	0	1	1	0	0	1	3
OG0012659	0	1	0	1	1	0	3
OG0012660	0	1	1	0	0	1	3
OG0012661	0	1	1	0	0	1	3
OG0012662	0	1	0	1	1	0	3
OG0012663	0	1	0	0	1	1	3
OG0012664	0	1	0	0	1	1	3
OG0012665	0	1	1	0	0	1	3
OG0012666	0	1	1	0	0	1	3
OG0012667	0	1	1	0	0	1	3
OG0012668	0	1	1	0	1	0	3
OG0012669	0	1	1	0	0	1	3
OG0012670	0	1	0	0	1	1	3
OG0012671	0	3	0	0	0	0	3
OG0012672	0	1	0	0	1	1	3
OG0012673	0	1	0	1	1	0	3
OG0012674	0	1	1	1	0	0	3
OG0012675	0	1	1	0	0	1	3
OG0012676	0	1	1	0	0	1	3
OG0012677	0	1	1	1	0	0	3
OG0012678	0	3	0	0	0	0	3
OG0012679	0	1	0	0	1	1	3
OG0012680	0	1	0	1	1	0	3
OG0012681	0	1	0	0	2	0	3
OG0012682	0	1	1	0	0	1	3
OG0012683	0	1	1	0	1	0	3
OG0012684	0	3	0	0	0	0	3
OG0012685	0	1	1	0	0	1	3
OG0012686	0	1	1	0	0	1	3
OG0012687	0	1	2	0	0	0	3
OG0012688	0	3	0	0	0	0	3
OG0012689	0	1	1	0	0	1	3
OG0012690	0	1	1	0	0	1	3
OG0012691	0	3	0	0	0	0	3
OG0012692	0	1	1	0	1	0	3
OG0012693	0	1	1	0	0	1	3
OG0012694	0	1	1	0	0	1	3
OG0012695	0	3	0	0	0	0	3
OG0012696	0	1	1	0	1	0	3
OG0012697	0	1	0	1	1	0	3
OG0012698	0	1	1	0	1	0	3
OG0012699	0	1	1	0	1	0	3
OG0012700	0	3	0	0	0	0	3
OG0012701	0	1	1	0	0	1	3
OG0012702	0	1	0	1	0	1	3
OG0012703	0	1	0	1	1	0	3
OG0012704	0	1	0	1	1	0	3
OG0012705	0	1	0	1	1	0	3
OG0012706	0	1	0	1	1	0	3
OG0012707	0	3	0	0	0	0	3
OG0012708	0	3	0	0	0	0	3
OG0012709	0	3	0	0	0	0	3
OG0012710	0	1	1	0	0	1	3
OG0012711	0	1	1	0	1	0	3
OG0012712	0	1	1	0	0	1	3
OG0012713	0	3	0	0	0	0	3
OG0012714	0	1	0	1	0	1	3
OG0012715	0	1	1	0	1	0	3
OG0012716	0	1	0	1	1	0	3
OG0012717	0	1	1	0	0	1	3
OG0012718	0	1	0	1	1	0	3
OG0012719	0	1	0	1	1	0	3
OG0012720	0	1	1	0	0	1	3
OG0012721	0	1	0	1	0	1	3
OG0012722	0	1	1	0	0	1	3
OG0012723	0	1	0	0	1	1	3
OG0012724	0	1	1	0	0	1	3
OG0012725	0	1	0	1	1	0	3
OG0012726	0	1	0	0	1	1	3
OG0012727	0	1	0	1	1	0	3
OG0012728	0	1	1	0	0	1	3
OG0012729	0	1	0	1	0	1	3
OG0012730	0	1	0	0	1	1	3
OG0012731	0	1	0	0	1	1	3
OG0012732	0	1	0	1	1	0	3
OG0012733	0	1	1	0	1	0	3
OG0012734	0	1	1	0	0	1	3
OG0012735	0	1	0	1	0	1	3
OG0012736	0	1	0	1	1	0	3
OG0012737	0	1	0	1	0	1	3
OG0012738	0	1	1	0	0	1	3
OG0012739	0	1	0	0	1	1	3
OG0012740	0	1	1	0	0	1	3
OG0012741	0	2	1	0	0	0	3
OG0012742	0	1	0	1	1	0	3
OG0012743	0	1	1	0	0	1	3
OG0012744	0	1	0	2	0	0	3
OG0012745	0	1	1	0	1	0	3
OG0012746	0	1	0	1	1	0	3
OG0012747	0	1	1	1	0	0	3
OG0012748	0	1	2	0	0	0	3
OG0012749	0	1	0	1	1	0	3
OG0012750	0	1	1	0	0	1	3
OG0012751	0	1	1	1	0	0	3
OG0012752	0	1	1	0	0	1	3
OG0012753	0	1	0	1	1	0	3
OG0012754	0	3	0	0	0	0	3
OG0012755	0	1	1	0	0	1	3
OG0012756	0	2	0	1	0	0	3
OG0012757	0	1	1	1	0	0	3
OG0012758	0	3	0	0	0	0	3
OG0012759	0	1	1	0	1	0	3
OG0012760	0	1	1	0	1	0	3
OG0012761	0	1	1	0	1	0	3
OG0012762	0	1	0	0	1	1	3
OG0012763	0	1	0	1	1	0	3
OG0012764	0	1	1	0	0	1	3
OG0012765	0	1	0	2	0	0	3
OG0012766	0	1	1	0	0	1	3
OG0012767	0	3	0	0	0	0	3
OG0012768	0	1	0	1	1	0	3
OG0012769	0	1	1	0	1	0	3
OG0012770	0	1	1	0	1	0	3
OG0012771	0	1	0	1	1	0	3
OG0012772	0	1	1	1	0	0	3
OG0012773	0	1	1	0	0	1	3
OG0012774	0	1	1	0	0	1	3
OG0012775	0	1	0	1	1	0	3
OG0012776	0	1	0	0	1	1	3
OG0012777	0	1	0	1	1	0	3
OG0012778	0	1	1	0	1	0	3
OG0012779	0	1	1	0	0	1	3
OG0012780	0	1	0	1	1	0	3
OG0012781	0	1	0	1	1	0	3
OG0012782	0	1	1	0	0	1	3
OG0012783	0	1	1	0	0	1	3
OG0012784	0	1	1	0	0	1	3
OG0012785	0	1	1	0	1	0	3
OG0012786	0	1	0	0	1	1	3
OG0012787	0	1	1	0	0	1	3
OG0012788	0	1	0	1	1	0	3
OG0012789	0	1	1	0	0	1	3
OG0012790	0	1	1	0	1	0	3
OG0012791	0	1	0	1	1	0	3
OG0012792	0	1	0	1	1	0	3
OG0012793	0	1	0	1	1	0	3
OG0012794	0	1	0	1	1	0	3
OG0012795	0	1	0	1	1	0	3
OG0012796	0	1	0	1	1	0	3
OG0012797	0	3	0	0	0	0	3
OG0012798	0	1	0	0	1	1	3
OG0012799	0	1	0	1	1	0	3
OG0012800	0	1	0	0	2	0	3
OG0012801	0	1	0	0	1	1	3
OG0012802	0	2	0	0	1	0	3
OG0012803	0	1	1	0	1	0	3
OG0012804	0	2	0	0	1	0	3
OG0012805	0	1	0	1	1	0	3
OG0012806	0	2	0	1	0	0	3
OG0012807	0	1	1	0	0	1	3
OG0012808	0	1	1	0	0	1	3
OG0012809	0	1	0	1	1	0	3
OG0012810	0	1	1	0	0	1	3
OG0012811	0	3	0	0	0	0	3
OG0012812	0	1	0	1	0	1	3
OG0012813	0	1	1	0	0	1	3
OG0012814	0	1	0	1	1	0	3
OG0012815	0	0	2	0	0	1	3
OG0012816	0	0	1	0	0	2	3
OG0012817	0	0	1	1	0	1	3
OG0012818	0	0	1	1	1	0	3
OG0012819	0	0	3	0	0	0	3
OG0012820	0	0	2	0	0	1	3
OG0012821	0	0	1	1	0	1	3
